[-1441,-2228,8],1
-2057,836,12,2
966,-735,8,1
805,-2589,9,2
599,1293,7,1
-213,-724,12,2
841,622,9,1
-948,-1392,9,1
-718,1703,12,2
162,2436,11,2
-641,589,11,2
-12,-1668,8,1
-2237,-1160,8,1
-1209,-1095,12,1
2318,344,11,2
2763,-522,9,1
2254,1724,11,2
2669,1075,7,1
1346,1177,7,1
1821,512,9,1
528,-1808,7,1
1049,-338,10,1
-1727,-769,8,1
2266,758,11,2
255,1565,8,1
1309,-2069,8,1
-500,-1136,10,1
1819,1537,12,2
752,2270,9,1
2473,104,7,1
619,1519,10,1
-173,521,11,2
-1384,-1579,9,1
-2177,634,9,2
-1967,-748,11,1
-150,345,11,2
-570,-1217,11,2
-243,-2163,11,2
2473,104,8,1
-753,-2628,12,2
2574,458,11,2
2250,-214,11,2
-2115,133,9,2
1969,-1824,8,2
-1510,-1943,9,1
-362,1983,12,1
-345,1002,7,1
469,367,8,1
2492,468,10,2
-1867,-1765,10,1
1424,-2340,10,2
-676,1222,7,1
-1549,2144,7,2
-69,-1280,7,1
690,2647,7,2
-577,-2172,11,2
-2363,-436,9,1
-120,-2152,8,1
-1512,-2589,12,2
-1996,-1889,7,1
1469,-628,11,1
1969,-1824,9,2
-2683,855,10,2
2757,717,11,2
2732,297,12,2
-2447,-176,10,1
-2092,-680,11,2
805,-2589,8,2
809,619,7,2
821,-1997,11,2
-169,2968,11,2
-183,1945,9,1
-1032,2657,7,2
377,-2797,10,2
1081,1216,11,2
-369,-2160,7,1
1158,1988,11,2
464,2906,8,1
-920,764,11,2
-1152,2540,9,1
-1145,-1874,8,1
-511,-650,9,1
1156,-2393,10,2
167,-223,8,1
232,-2886,8,2
-1080,-775,11,1
2870,-610,11,2
-2063,1620,12,2
-623,146,10,1
2806,572,7,1
-1737,-1598,8,1
-710,1883,9,1
1552,2422,10,2
-1935,1557,9,2
2511,-458,10,2
-1025,2382,9,2
456,-2740,9,1
1011,-1783,8,2
-2030,1571,8,2
2120,1831,11,2
343,-709,12,2
724,-323,8,1
1524,342,11,2
-2238,-590,11,2
-1243,2012,10,2
-1970,-1949,8,1
1824,280,11,2
-975,2223,12,2
-2845,-904,7,2
2250,-214,7,1
1288,-46,10,1
1135,495,7,1
1274,2328,11,2
786,108,10,2
1418,1344,8,1
-650,870,9,2
-2303,-967,9,1
-2332,71,10,2
124,1685,8,1
2202,1512,10,2
173,348,9,1
821,-1997,7,1
-1966,2225,8,2
-2057,318,11,2
2041,425,10,2
-411,-1764,7,1
-425,2321,7,1
2120,-520,11,2
-765,570,10,1
-1152,1280,12,2
2767,655,11,2
-934,-2330,10,2
2117,-1644,8,1
-509,-1652,10,2
1204,1863,12,2
-470,611,8,1
-709,2105,7,1
2543,1467,11,2
978,-2763,11,2
-1908,806,7,1
1819,1537,11,2
-948,-1392,11,1
266,407,9,1
-770,1099,7,2
-1254,1144,12,2
-709,2105,7,1
-2345,-314,10,1
1598,1415,11,2
-2115,133,7,1
-1164,-2006,8,1
1451,90,11,2
120,1893,10,1
879,2484,11,2
586,-2342,7,2
-810,-2763,8,1
-1274,1686,7,2
1398,-815,9,1
261,2873,9,1
-1889,782,7,1
-1857,-980,8,1
921,608,11,2
1241,170,12,2
6,260,8,2
1883,2066,9,1
-385,-171,8,2
2104,-429,10,2
544,1119,8,1
173,348,7,1
1197,-2068,11,2
2779,842,11,2
966,804,11,2
1371,113,10,2
-2253,850,9,2
-1873,1337,7,1
2911,-343,12,2
-824,-1835,9,2
-802,-360,12,2
63,-1677,9,1
-1737,-1671,11,1
2062,-1927,8,1
1918,-441,10,2
622,2534,7,1
-692,1954,8,1
-1003,806,12,2
2711,-530,12,2
1540,-1303,10,1
2072,-255,7,1
2574,458,10,2
824,1085,7,1
-994,-1172,10,1
2743,-525,10,2
1015,-2136,11,2
1244,-1747,10,2
-1007,569,8,1
1346,1177,10,1
-1011,-2166,7,2
905,1119,12,2
2472,-99,12,2
-1476,1088,8,2
689,1504,11,2
-912,66,7,1
2447,105,8,1
-1955,2097,9,2
-1115,1820,8,2
841,622,12,2
372,2487,8,2
-1125,-2448,7,1
-208,-1711,12,2
2318,344,12,2
-318,1732,9,1
561,-1705,11,1
714,2207,9,2
-1732,-1445,12,2
1057,-2697,12,2
-2579,-644,8,1
-150,345,9,1
490,-1635,12,2
-1999,365,10,2
-401,625,8,1
-765,570,11,2
-1065,-2158,10,2
1002,1548,7,1
2250,-214,12,2
-219,-1185,8,1
878,-925,7,1
-807,-2458,9,1
-173,521,12,2
1165,-36,10,1
100,-2355,8,1
1712,1809,11,2
539,-360,7,1
1848,1756,12,2
777,2225,8,1
1538,1688,8,2
2205,803,8,2
1602,-1406,9,1
1418,-3,10,1
-709,2105,11,2
190,1784,11,2
-1145,-1874,9,1
2611,326,12,2
-556,2234,11,2
-277,1521,9,1
1505,1441,9,2
-2465,282,8,2
114,1362,11,2
-1194,237,8,1
-2643,365,11,2
1197,-2068,11,2
-644,2550,9,2
-2208,226,11,2
-1929,2219,11,2
821,-1997,7,1
-310,-1954,9,1
1418,-2574,12,2
274,2566,11,2
2304,-205,7,1
1425,-947,11,1
-2785,-44,8,1
-367,1956,12,2
-318,1732,12,2
-2127,-1057,12,1
-1204,-1867,7,1
674,2040,9,1
-941,-1112,10,1
-1254,1144,8,2
1074,527,11,2
-813,2749,9,2
343,-709,7,1
-2845,-904,9,1
876,-1610,10,1
-2680,-971,11,2
2392,242,8,1
-2897,441,7,1
-1988,725,12,2
2332,1516,10,1
-12,-1668,11,2
298,2965,7,2
-403,2262,11,2
261,2873,7,2
-825,242,9,1
-816,-2324,10,1
-2580,-932,7,1
-2446,1309,12,2
684,1683,12,2
749,-2698,11,2
133,2076,11,1
-952,-2573,11,2
-869,105,11,2
-763,-1235,11,2
-394,874,12,2
1672,609,9,1
-909,2462,9,1
1715,-1408,12,2
561,-1705,12,2
619,1519,8,1
-2310,1133,12,2
531,-98,12,2
-781,-489,7,1
-2404,730,10,2
1522,-599,12,1
770,-136,12,2
1601,-2036,8,2
-2209,52,10,2
343,-709,10,2
-60,1708,8,1
1710,-1019,9,1
-577,2728,7,2
680,1205,12,2
6,260,12,2
-2354,527,8,1
2650,636,10,2
-2363,-436,11,1
409,1966,7,1
-2021,1389,10,2
1734,1156,10,2
-2071,780,10,2
-36,-2279,9,2
-1386,-17,9,1
1226,-1979,12,2
261,2873,8,2
-2664,-156,9,2
1197,-2068,11,2
509,1780,8,1
-216,1159,9,1
2422,473,8,1
2038,1866,8,2
-254,-1804,11,2
-762,-1981,10,1
35,1218,7,1
1028,-2394,10,1
-1245,1417,12,2
-235,1617,8,1
406,-2490,8,1
685,38,9,1
-2071,780,9,2
439,2234,7,1
1346,1177,12,2
876,-1610,9,2
1238,-178,9,1
2667,-1007,12,2
1910,1163,9,2
876,1534,7,1
743,-2875,7,2
-121,662,8,1
689,1504,11,2
1423,1045,10,2
1649,1884,11,2
-636,597,12,2
145,1049,10,1
2907,585,11,2
-1593,2063,10,2
-954,-2383,12,2
-319,-1267,10,2
716,1141,11,2
1935,1170,12,2
2207,169,11,2
-1272,-833,11,1
-1648,828,11,2
1503,-1648,8,1
1306,365,9,1
-1988,725,11,2
1364,509,11,2
-834,-2645,8,1
879,2484,9,2
-1982,839,12,2
2172,-520,7,1
-229,2561,7,1
-2790,-445,9,2
-2027,-1946,9,2
-2299,-1023,7,1
-270,-370,9,1
-729,1270,7,2
2743,-525,10,1
-38,1729,9,1
1316,2465,7,2
-440,2448,7,2
-1857,-980,11,2
806,2696,9,2
1726,2156,10,2
-2087,-596,7,1
339,-290,11,2
-249,-381,9,1
876,1534,12,2
185,-247,11,2
677,2579,7,1
-1727,-1237,11,2
743,-2875,11,2
-717,-956,11,2
-1066,-29,9,1
1316,2465,10,2
467,-2090,8,2
-406,2134,7,1
47,636,8,1
-1243,2012,12,2
1292,-2356,12,2
164,1130,9,1
113,-723,7,1
1139,1931,7,1
-895,947,10,1
-2087,-596,9,1
-385,-171,10,2
-1996,-1889,11,1
675,-1852,7,1
-995,-1662,8,1
-1137,-2260,9,1
2258,-526,7,1
-719,789,8,1
900,2291,12,2
329,978,7,1
-1431,-1228,8,1
1963,1974,7,2
-1371,-1748,7,1
-1476,1088,10,2
167,-223,10,2
2419,35,9,1
-1561,-1942,12,2
602,-2441,8,2
-319,-1267,8,1
841,622,8,1
1320,429,7,1
1058,-639,12,1
966,-735,10,1
-1106,137,7,1
-2404,730,8,2
2574,458,10,1
-1531,-524,9,1
-69,-1280,7,1
-838,1140,8,1
-2622,-995,12,2
-1944,1874,10,2
406,-2490,11,2
2796,586,8,2
-1735,398,7,1
1623,2431,12,2
1945,-949,8,1
-2071,780,10,2
-141,-2437,9,2
978,-2763,10,2
-861,-1538,7,1
-2393,686,9,2
-1137,-44,12,2
-319,-1267,11,2
1069,-656,11,1
1023,-1361,10,1
1598,1415,8,2
298,2965,12,2
1424,-2340,12,2
-1104,-640,7,1
-1298,2124,9,1
2777,123,10,2
-173,521,8,2
824,1085,8,2
1081,1216,11,2
-1066,-29,11,1
690,-2153,7,2
896,1107,7,1
-1067,2285,8,1
13,2556,7,1
-490,652,10,2
-1274,1686,8,1
923,290,10,2
686,-877,12,1
1827,-722,11,1
-112,2036,12,2
841,622,10,2
2250,-214,9,1
-217,-125,10,1
-318,1732,12,2
1015,-2136,8,1
2548,-1575,10,2
-1464,1247,11,2
-1944,1874,7,2
2140,-1690,10,2
-914,-2637,12,2
-2830,-340,9,2
1174,1042,9,2
-2657,-415,7,1
1112,63,10,2
-2404,730,9,2
-259,-2461,12,2
485,1508,8,1
-2045,-1855,8,1
2089,-1752,7,1
2120,1831,11,2
1953,-1867,10,2
523,699,10,1
2258,-526,10,2
13,2556,9,1
-1272,-833,12,1
-1077,2170,8,1
816,2571,11,1
-110,-1030,10,2
-37,2100,12,1
2898,329,8,1
2543,1467,10,2
-1145,-1874,10,2
1158,1539,9,1
467,-2090,11,2
1461,-1159,11,1
1418,-2574,7,2
808,568,8,1
-948,-1392,11,2
-270,-370,12,2
2117,-1644,12,2
-1819,-1370,12,2
-740,-1446,10,1
-719,789,8,1
-2504,261,10,2
-718,1703,7,1
-1041,-751,12,1
1883,2066,8,1
-1510,-1943,7,1
-2152,-1900,8,2
2371,-281,11,2
-300,2488,12,2
1306,365,9,1
-2851,-30,7,1
2305,-1780,10,1
-934,-2330,11,2
-352,-2051,7,1
2224,-1574,8,1
2161,1987,10,1
-640,-1054,11,2
2711,-578,11,2
-1263,-94,12,1
-110,-1030,9,1
1821,512,8,1
-718,-2432,11,2
1094,1888,12,1
-1955,2097,11,2
1079,2137,8,1
-802,-360,9,1
-1531,-524,10,1
1969,-1824,8,1
1668,1999,9,2
358,2363,11,2
-124,2958,8,2
983,-1428,11,2
-2057,318,11,2
1232,-1435,8,1
-1549,2144,7,1
-353,2138,11,1
672,-35,8,2
-385,-171,11,2
-1354,-1863,10,1
266,407,9,2
-2434,1363,9,2
-499,1658,9,2
-1194,237,9,1
745,-1028,11,2
1469,-628,8,1
375,1636,9,1
1677,1720,7,1
-2657,-415,12,2
1154,-467,11,2
777,2225,11,2
2255,1173,10,1
563,-751,11,2
1153,149,7,2
-2447,-176,8,1
-1007,569,11,2
-2087,-596,11,1
85,2271,7,1
1488,652,12,2
-1737,-1598,12,2
520,-1956,11,2
329,978,7,1
-2344,-1478,9,2
-2237,537,10,1
-2743,-294,9,2
11,-2059,9,2
-431,-2532,9,2
2700,1243,12,2
1618,1747,7,1
-406,2134,8,1
-2208,-60,8,2
-824,-1835,8,2
1002,1548,10,1
852,-2842,9,2
1524,342,9,1
1058,-639,11,1
-390,-2189,7,1
1716,116,8,1
1819,1537,12,2
-474,-2628,7,2
162,2436,10,1
-1046,-1966,7,1
1821,512,10,2
-722,-1514,12,2
-2102,-1748,10,2
1788,121,12,2
-1201,2608,8,1
-173,521,12,2
1864,849,12,2
-649,-2372,9,1
2102,744,9,1
1795,570,10,2
1697,313,8,1
-135,-459,10,1
-369,-2160,12,2
-793,1720,11,1
-952,-2573,8,1
1941,-1194,11,1
1756,-826,8,1
1074,527,8,2
-2303,-967,12,2
-1064,-1638,11,2
-1988,725,10,1
173,348,8,1
1174,1042,12,2
-1125,2523,7,2
173,348,10,2
-460,1222,7,1
1002,-943,12,1
-424,-933,7,1
-2664,-156,11,2
1464,436,7,2
120,1893,8,1
1346,1177,10,2
1346,-585,10,1
-411,-1764,12,2
854,1251,7,1
586,-2342,7,2
273,-1002,12,2
1409,1473,7,2
1445,816,9,1
-2152,-1900,10,1
-721,453,12,2
-2746,-975,11,2
-2000,725,11,2
-2178,606,8,1
-132,1556,12,1
1987,1323,9,2
2596,-1028,10,1
40,1542,9,1
846,-829,9,1
-1889,183,12,2
-1011,-2166,8,2
-861,-1538,11,2
-209,-1490,8,2
47,636,7,2
-640,-1054,7,1
-2680,-971,11,2
1858,986,8,2
-2410,252,12,2
-909,2462,10,1
152,126,7,1
-970,-1846,7,1
2586,-382,9,2
555,-2194,7,1
-2657,-415,7,1
133,2076,11,2
-1982,839,8,1
1282,1995,7,2
-1259,2369,11,2
-1208,-1560,7,1
-2299,-1023,11,2
923,290,9,2
-1125,2523,8,2
1795,1492,8,1
1477,-1706,9,2
-1004,741,10,1
-2249,-1182,9,1
2956,477,10,2
-1792,2374,12,2
1997,-1187,7,1
-27,-481,12,2
2427,280,9,1
2845,-660,7,1
1945,-949,10,1
1716,516,12,2
-771,629,11,2
-1876,-907,10,1
-440,2448,7,1
262,1448,11,1
586,-2342,12,2
439,716,10,2
2161,1987,11,2
-583,-324,10,1
2614,1312,8,2
-464,1578,9,1
1079,2137,12,1
-1263,-94,8,1
-124,2958,9,2
1883,2066,8,2
-1714,-1036,11,2
1723,-1443,12,1
492,2620,10,2
-1828,-1098,7,1
35,-1221,11,2
1824,280,7,1
475,2655,9,1
31,-448,12,2
-1004,741,10,1
-36,-2279,9,1
2959,-4,12,2
-734,-2639,7,1
-2845,-904,12,2
2033,1370,11,2
2480,976,7,1
2667,-1007,10,1
-1641,-481,11,1
-1511,994,8,1
-2420,1211,9,2
2042,1662,7,1
2470,-154,9,1
-1510,-1943,11,1
1887,559,7,1
646,-2281,8,1
-2021,1389,9,2
-1384,-1579,9,1
-1537,1158,8,1
385,-2556,11,2
2222,327,11,2
1569,-5,9,1
1668,1999,8,1
-1238,81,7,1
-470,611,11,2
232,-2886,10,2
2205,803,10,2
-1903,-834,8,1
-2480,901,11,2
145,1049,8,1
1457,1156,11,2
-1371,-1748,10,1
164,1130,7,1
-1125,2523,12,2
-1306,441,9,1
-386,-1020,8,1
695,-137,8,2
1834,-281,8,1
-582,-2821,12,2
-2897,441,10,2
2543,1467,7,1
-473,1074,11,1
-2796,-747,11,2
1409,1473,12,2
-1648,828,9,1
-2053,155,7,1
854,1251,10,1
-1441,-2228,7,1
-526,-1369,8,1
824,1085,8,1
1672,609,10,2
1288,-46,8,1
-2115,133,11,2
2161,1987,8,2
264,-311,11,1
-1445,-1695,10,2
671,-2859,8,2
-1085,862,9,1
2845,-272,8,2
-1687,-766,8,1
978,-2763,10,2
-1185,312,10,2
1127,-1186,10,1
-12,2999,9,2
-1178,-1366,10,1
-813,2749,9,2
816,2571,7,1
-629,-313,12,2
-464,1578,12,2
-535,326,7,2
-716,692,9,1
1297,1888,11,2
602,-2441,10,2
-2642,-1366,7,2
1524,342,12,2
913,-2066,10,2
-740,-1446,12,2
-2241,112,10,2
2404,893,12,2
-39,1167,7,1
-367,1956,12,1
-1700,-19,8,1
-1319,-2438,12,2
-952,742,7,2
271,-35,7,1
2730,-901,8,1
2318,344,9,1
-2177,634,11,2
22,828,11,2
-855,-1677,10,1
2780,503,8,1
-272,-1623,11,2
-2785,-44,9,1
-406,2134,11,2
-2184,1308,11,2
-789,2242,8,1
-2071,780,8,1
-1129,389,11,2
-722,-1514,7,1
-1969,1625,11,2
2674,256,11,2
1712,1809,11,2
-1215,809,11,2
266,-1929,12,2
-2658,-475,12,2
2117,-1644,11,2
2406,-1418,7,1
-2209,52,7,1
-2534,20,12,2
1963,1974,7,2
-427,-1045,8,1
-110,-2602,7,2
-1423,-416,8,1
-577,-2172,7,2
1074,527,7,2
-440,496,7,2
-827,-2571,12,2
-1924,-2262,10,1
434,2385,11,2
921,608,11,2
1994,-2188,9,2
1002,1548,11,2
2230,43,7,2
1468,-594,9,1
-1356,-1918,7,1
-424,-933,11,2
377,-2797,9,2
395,2159,10,1
2744,-737,11,2
-1041,-465,9,1
-1669,-1550,7,1
-104,2450,7,1
-249,-381,11,2
-582,-2821,7,2
-492,2439,10,2
167,-223,10,1
1723,-1443,12,2
-328,296,7,1
151,958,7,1
-2009,1636,7,2
-763,-1235,12,2
-490,652,7,1
-531,-1270,12,2
-740,-1446,11,1
2379,950,11,2
2711,-578,12,2
1028,-2394,12,2
482,-2060,10,1
630,1508,9,1
1350,-1711,9,1
2911,-343,7,2
-1274,1686,8,1
185,-247,7,2
-1511,994,10,2
-2071,780,8,2
-1088,-833,7,1
-1115,1973,8,1
-2018,1666,8,1
-1152,1280,10,1
-1263,-94,7,1
1821,512,12,2
-1354,-1863,10,1
880,1254,7,1
2472,-99,10,2
2641,-509,10,2
730,-364,7,1
1601,-2131,12,2
2417,-1134,8,1
685,38,11,2
412,2063,8,1
2206,766,12,2
1089,241,8,2
-2554,1533,9,1
2241,1815,11,2
2201,-1599,8,2
-300,-2226,9,1
-1044,1684,8,1
842,-1411,10,1
638,2001,12,2
1969,466,11,2
-2535,1160,11,2
-718,-2432,12,2
-802,-360,12,2
-1306,441,10,2
57,-223,12,2
809,619,7,1
716,1141,9,1
-2394,703,10,2
1803,-1231,11,2
1541,-1958,10,2
-2344,-1478,7,2
-2371,1701,7,2
1781,1630,11,2
1238,-178,12,1
-1429,444,8,1
1349,-184,11,1
-848,1788,7,1
-1234,-1776,12,2
32,-90,11,2
730,-364,8,1
-2208,-60,9,1
114,1362,8,1
-661,2685,7,2
63,-1677,7,1
24,1771,12,1
-1736,-2388,10,2
695,-137,10,2
2339,-1458,10,2
1174,1042,12,2
-12,2999,12,2
-2447,-176,11,2
-1124,-2738,12,2
1408,960,12,2
2472,-99,7,1
365,-2643,12,2
790,1754,11,2
-464,1578,8,1
782,-692,10,1
1953,-1867,9,1
-2249,1345,7,2
9,1460,7,1
690,2647,11,2
-1511,994,9,1
1239,698,9,2
589,-2715,11,2
1674,412,9,2
745,-410,8,1
-416,286,11,2
1953,-1867,11,2
2473,104,8,2
-827,-2571,10,1
2266,758,7,1
-1683,-299,8,1
1519,-1937,12,2
-1726,-1711,12,2
1788,121,9,2
686,-877,11,1
2777,123,11,2
-1571,-2100,11,2
1756,-826,9,1
-1577,1521,10,1
2835,633,9,2
2117,-1644,12,2
372,2487,9,1
872,-1010,7,1
658,1412,12,2
752,2270,11,2
1883,2066,10,2
-834,-2055,9,1
358,2363,8,1
-66,-1051,12,2
32,-90,11,2
303,-3,12,2
632,642,11,2
232,-2886,12,2
1726,2156,12,2
-2071,780,10,2
1047,800,9,1
-666,-1708,11,2
1008,2043,10,1
395,2159,12,2
-674,-2354,12,2
-1039,-2526,10,2
967,-173,7,1
-1827,1639,9,1
-1792,1882,7,1
821,-1997,11,2
-1830,-831,12,1
-964,-1431,12,2
621,392,12,2
-1510,-1943,7,2
2907,-439,10,2
567,-1558,9,2
-2580,-932,12,2
-1011,-2166,7,2
-984,1742,12,2
-1163,-2114,10,2
-16,2540,12,2
-856,-868,7,1
1244,-1747,9,1
485,1508,8,1
-828,727,10,2
-1250,1187,11,2
63,-1677,12,2
2833,-337,10,2
-665,-2313,8,2
1566,-959,10,1
-1442,1393,8,2
-121,662,8,1
509,1780,10,1
-2237,-1160,7,1
2543,1467,12,2
646,-2281,9,2
1282,-409,7,1
-721,453,11,1
-1104,-640,10,1
114,1362,7,1
-763,-1235,7,2
2472,-99,8,1
-1827,1639,11,2
1424,-2340,10,2
1021,-2160,11,1
-1441,-2228,12,2
2441,-296,10,2
2763,-522,9,1
-1160,-2476,12,2
2384,283,8,1
-1152,1280,12,2
-470,-1524,9,1
2468,1351,10,2
-440,2884,7,1
-1464,1247,12,2
528,-1808,8,2
-1354,-1863,8,1
-1329,-214,10,1
-353,2138,7,1
-1041,-465,7,1
-825,242,7,2
-1944,1874,10,2
-103,1586,8,1
1204,1863,9,2
2414,-579,9,1
-464,1578,8,2
2337,622,7,1
1049,-338,12,2
-641,589,10,2
1023,-1361,12,2
-217,-125,12,2
-2624,-343,8,1
2205,803,11,2
-750,1844,12,2
1008,2043,10,2
1881,834,8,2
-531,-1270,10,2
-464,1578,10,2
-1258,-1733,10,2
-345,1002,8,1
1935,-1522,8,1
690,2647,11,2
-676,1222,7,1
1425,433,7,1
-183,1945,10,1
-813,2749,8,1
-2746,-975,11,2
-492,2439,11,1
2881,-423,8,1
-802,-360,7,1
769,2649,12,2
686,-877,12,1
74,249,7,1
2492,468,7,2
-254,-1804,12,2
-1867,-1765,8,1
-1967,-748,10,1
1002,1548,10,1
-570,-1217,11,1
-1279,521,9,1
2255,1173,8,1
-216,1159,12,2
-952,-2573,12,2
-1593,2063,12,2
-124,2958,12,2
-1032,2657,12,2
-2241,112,10,2
967,-173,10,1
-1792,1882,12,2
9,1460,8,1
1418,-3,11,1
-714,-124,8,1
-2897,441,9,2
464,2906,12,2
-1195,679,12,2
-2071,780,9,2
-511,-650,9,1
-192,-1333,12,2
-630,-2347,7,1
-227,2105,9,1
-1234,-1776,8,1
1156,-2393,10,1
-649,-2372,11,2
2757,717,7,2
2777,123,7,2
-753,-2628,10,2
-2092,-680,7,1
-344,-2542,7,1
-2785,-44,10,2
2384,283,8,2
21,-1626,8,1
-2030,1571,12,2
-169,2968,10,2
409,1966,12,1
603,-2366,9,1
-1025,2382,10,2
2468,1351,7,2
-793,1720,7,2
-2386,-1718,11,2
-1801,-904,10,1
-245,-2765,10,2
-362,1983,7,1
805,-2589,11,2
2511,-458,8,1
-13,-2674,9,2
743,-2875,7,1
2806,572,9,2
-1080,-775,9,1
329,978,7,1
85,2271,11,2
2200,1028,12,2
1418,1344,9,2
124,1685,11,1
-213,-724,11,2
-650,870,10,1
9,1253,11,2
-1924,-2262,8,1
1127,-1186,7,1
-1201,2608,7,2
786,108,12,2
-2332,71,7,2
2202,1512,9,2
-2208,-60,7,2
-69,-1280,7,1
1892,86,11,2
114,1362,9,1
-1137,-44,11,2
-2238,-590,8,2
-440,2884,11,2
-1674,-357,8,1
-941,-1112,12,2
113,-723,9,1
-268,-1005,10,1
-1164,-2006,12,2
-509,-1652,12,2
1910,1163,7,1
1425,433,10,2
-1274,1686,8,1
-1263,-94,9,1
1079,2137,9,1
1274,2328,7,1
1441,-2501,9,2
-828,727,10,2
-2063,1620,9,1
-229,2561,8,1
-810,-2763,9,2
-968,-815,12,2
-1889,782,10,2
1601,-2036,11,2
577,-2133,8,1
-224,715,11,2
-1935,1557,7,2
-781,-489,11,1
2700,1243,12,2
2215,-1443,10,1
544,1119,10,1
-975,2223,11,2
-499,1658,9,1
1803,-1231,7,1
261,2873,9,2
1887,559,8,1
1457,1156,7,2
-272,-1623,11,2
-2235,1117,7,2
-834,1395,7,1
-1104,-640,12,1
2898,329,11,2
1445,816,9,2
2086,-947,12,2
1079,2137,7,1
1371,113,12,2
6,260,9,2
808,568,10,2
1918,-441,10,2
1094,1888,11,2
1710,-1019,11,1
-1215,809,10,2
492,2620,11,2
2258,-526,10,2
1540,-1303,10,2
-2541,-597,7,1
2250,-214,10,2
2447,105,8,1
-994,-1172,8,1
-967,-1692,10,2
-1115,1820,11,2
561,-1705,10,2
-1163,-2114,7,1
-2057,318,11,2
2779,842,10,2
-2630,281,7,2
-1441,-2228,11,2
1469,-628,7,1
-1250,1187,9,1
-2680,-971,7,2
-2579,-644,7,2
-1737,-1671,12,1
714,2207,7,1
-110,-1030,7,1
1469,-628,7,1
658,1412,9,1
-1329,-214,10,1
2758,719,8,2
-219,-1185,11,2
-1215,809,11,2
878,-925,7,2
1892,86,11,2
120,1893,7,1
2304,-205,12,2
100,-2355,11,2
-807,-2458,11,2
1241,170,12,2
-1827,1639,9,1
1538,1688,10,1
-1163,-2114,8,2
-2541,-597,7,2
-771,629,7,1
-2209,52,7,2
978,-2763,9,1
-869,105,8,1
1425,433,7,1
-1531,-524,9,1
-1476,1088,7,1
-1464,1247,10,1
-2465,282,9,1
2711,-530,9,1
702,-2692,11,2
1858,986,10,1
-277,1521,11,2
-2057,318,12,2
1015,-2136,7,1
-729,1270,7,2
-1793,583,7,1
354,1709,11,1
905,1119,12,2
621,392,7,1
577,-2133,11,2
589,1450,8,1
520,-1956,8,1
-1827,1639,12,2
1165,-36,9,1
-550,2234,7,1
-119,-554,8,1
1788,121,12,2
674,2040,11,2
274,2566,9,2
983,-1428,12,2
1750,2406,11,2
-770,1099,9,2
190,1784,7,1
-1732,-1445,10,2
1135,495,12,2
-2436,1144,9,2
490,-1635,11,2
-636,597,9,1
-556,2234,10,2
2835,633,7,2
-427,-1045,11,2
-1160,-1369,10,2
-1830,-831,12,1
-2680,-971,11,2
232,-2886,10,2
-103,1586,7,1
-864,-1327,8,1
816,2571,8,2
-1929,2219,12,2
1153,149,9,1
2332,1516,12,2
329,2084,11,1
-344,-2542,8,2
-2867,-75,12,2
1058,-639,7,1
2238,1891,8,2
896,1107,9,1
2758,719,8,2
2414,-579,10,2
-1410,-574,8,1
2104,-429,10,2
271,-35,7,1
-270,-370,10,1
978,1973,7,1
467,-2090,11,2
2611,326,10,1
-2683,855,12,2
2764,-1115,8,1
1154,-467,11,1
-2847,766,8,2
2606,-646,9,2
-809,683,8,1
-60,1708,12,1
2743,-525,11,2
-499,1658,10,2
1600,1601,7,2
2140,-1690,9,2
-1969,1625,12,2
-1274,1686,12,2
-24,1203,7,1
-729,1270,9,2
1823,-348,9,1
1158,1421,11,2
285,-2520,12,2
-630,-2347,10,1
1821,512,9,2
32,-90,12,2
-843,1100,8,1
-2178,606,8,2
1174,1042,8,1
2650,636,10,1
1959,524,11,2
1011,-1783,11,2
-729,1270,7,1
1963,1974,7,2
1764,23,9,1
-809,683,12,2
2266,758,12,2
2250,-214,12,2
-31,1532,11,1
-816,-2324,8,1
-1160,-2476,11,2
-2124,1532,8,2
-2564,247,9,2
-1792,2374,7,2
439,2234,11,2
2767,655,12,2
1712,1809,12,2
1881,834,7,1
-682,-2177,9,2
2896,-540,12,2
-813,2749,10,2
47,636,9,2
978,1973,9,2
-141,-2437,8,1
805,-2589,10,2
1079,2137,11,1
-1077,2170,10,2
777,2225,9,2
-1889,183,11,2
343,-709,9,1
-394,874,9,2
-2834,198,11,2
421,-629,10,2
531,-98,9,2
-1857,-2161,11,2
1522,-599,10,1
21,-1626,7,2
745,-410,10,2
-597,-1349,7,1
-1412,-138,12,2
1715,-1408,12,1
-1758,-1778,8,1
770,-136,7,1
-1549,2144,8,1
-2057,836,9,1
-2446,1309,10,2
409,1966,7,1
-1801,-904,11,1
-834,-2645,8,1
1204,1863,12,2
2172,-520,7,1
54,-683,7,2
-2115,133,10,2
-1204,-1867,12,2
-1549,2144,9,1
923,290,11,2
1226,-1979,11,2
1015,-2136,7,1
377,-2797,8,1
2205,803,10,2
-1731,-2368,8,1
-740,-1446,10,1
2041,425,11,2
589,1450,12,2
-1857,-980,12,1
311,1215,12,2
1599,-313,11,1
114,1362,7,1
-1511,994,11,2
-1245,1417,9,2
113,-723,11,2
-2785,-44,8,1
-507,1035,9,1
-761,403,12,2
824,1085,8,1
1364,509,12,2
1668,1999,8,2
-2834,198,12,2
2140,-1690,7,1
1158,1988,11,2
-272,-1623,9,1
1139,1931,12,2
824,1085,9,2
-954,-2383,8,1
2384,283,9,2
412,2063,7,1
